player_id,name,first_name,last_name,short_name,date_of_birth,derived_age,nationality,nationality_raw,nationality_id,height,weight,club,club_id,league,league_id,position,positions,alternative_positions,position_type,preferred_foot,overall,potential,pace,acceleration,sprint_speed,shooting,finishing,shot_power,long_shots,volleys,penalties,positioning,passing,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,defending,interceptions,heading_accuracy,defensive_awareness,standing_tackle,sliding_tackle,physical,jumping,stamina,strength,aggression,weak_foot,skill_moves,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,value,wage,release_clause,contract_until,playstyles,playstyles_plus,gender,gender_id,source,source_player_id,source_url,overall_source,attributes_source,potential_source,data_version,scraped_at
276775,Marie Petiteau,Marie,Petiteau,,2002-06-12,24,France,France,18,180,68,Montpellier,116037,Arkema PL,,GK,GK,,Defense,Right,74,,74,39,47,74,9,53,8,7,17,11,71,27,12,13,32,26,14,76,35,38,67,18,38,42,15,14,13,13,12,73,61,35,60,28,2,1,74,74,71,73,76,,,,,Far Throw,,Women's Football,1,ea-drop-api,276775,https://www.ea.com/games/ea-sports-fc/ratings?playerId=276775,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
264885,Manon Revelli,Manon,Revelli,,2001-11-26,24,France,France,18,166,59,RC Lens,132588,Arkema PL,,RB,"RB, LB, RM","LB, RM",Defense,Right,74,,78,76,79,54,46,63,65,50,47,54,66,57,71,45,75,58,61,68,72,76,66,70,67,72,68,68,70,76,73,71,77,75,67,73,4,3,6,11,15,10,7,,,,,"Jockey, Block, Relentless, Long Throw",,Women's Football,1,ea-drop-api,264885,https://www.ea.com/games/ea-sports-fc/ratings?playerId=264885,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
269145,Aleksandra Zaremba,Aleksandra,Zaremba,,2001-02-19,25,Poland,Poland,37,165,56,C. Adeje Tenerife,116332,Liga F Moeve,,RB,"RB, RM",RM,Defense,Right,74,,71,70,72,57,54,67,58,46,43,58,71,71,73,42,75,68,69,72,64,81,69,74,81,70,70,68,70,71,68,68,71,80,63,67,3,3,11,10,8,9,6,,,,,Long Throw,,Women's Football,1,ea-drop-api,269145,https://www.ea.com/games/ea-sports-fc/ratings?playerId=269145,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
271040,Jaedyn Shaw,Jaedyn,Shaw,,2004-11-20,21,USA,United States,95,167,58,NC Courage,116303,NWSL,,CAM,"CAM, ST, LW","ST, LW",Midfielder,Right,74,,82,82,82,71,69,77,69,71,70,73,72,68,70,67,76,70,71,75,72,64,73,77,66,44,41,66,35,50,34,65,79,67,68,52,3,3,9,6,7,8,13,,,,,"Incisive Pass, Pinged Pass",,Women's Football,1,ea-drop-api,271040,https://www.ea.com/games/ea-sports-fc/ratings?playerId=271040,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
279699,Claire Hutton,Claire,Hutton,,2006-01-11,20,USA,United States,95,168,60,KC Current,116309,NWSL,,CDM,"CDM, CM",CM,Midfielder,Left,74,,64,63,65,65,60,68,76,56,50,68,70,72,60,57,80,69,52,75,56,69,70,83,67,68,75,55,67,70,66,67,66,71,67,64,4,3,14,10,12,5,7,,,,,Aerial Fortress,,Women's Football,1,ea-drop-api,279699,https://www.ea.com/games/ea-sports-fc/ratings?playerId=279699,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265378,Marlene Müller,Marlene,Müller,,2000-10-24,25,Germany,Germany,21,167,58,RB Leipzig,116021,GPFBL,,LM,"LM, RM, LB","RM, LB",Midfielder,Right,74,,71,74,69,66,69,62,63,61,60,79,69,70,70,45,74,65,60,72,67,67,75,74,63,59,60,62,47,69,61,71,74,80,68,68,2,3,9,10,9,9,11,,,,,,,Women's Football,1,ea-drop-api,265378,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265378,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267245,Meredith Speck,Meredith,Speck,,1993-02-01,33,USA,United States,95,160,55,NC Courage,116303,NWSL,,CM,"CM, LM",LM,Midfielder,Left,74,,69,67,70,66,68,62,67,61,59,75,75,78,76,58,78,68,72,74,70,72,76,76,78,65,70,59,66,68,45,59,61,69,51,66,3,3,11,5,11,9,10,,,,,,,Women's Football,1,ea-drop-api,267245,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267245,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272073,Lucía Pardo,Lucía,Pardo Méndez,Lucía Pardo,2000-01-05,26,Spain,Spain,45,170,55,Real Sociedad,116336,Liga F Moeve,,ST,"ST, CAM",CAM,Attack,Right,74,,84,83,84,74,70,79,80,70,65,72,71,68,69,77,75,65,79,77,80,79,69,75,66,38,32,69,31,40,33,64,78,72,63,52,3,3,13,10,12,12,10,,,,,,,Women's Football,1,ea-drop-api,272073,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272073,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272099,Macarena Portales,Macarena,Portales Nieto,Macarena Portales,1998-08-02,28,Spain,Spain,45,162,54,Atlético de Madrid,116327,Liga F Moeve,,LM,"LM, LW, RW","LW, RW",Midfielder,Right,74,,80,81,80,71,70,75,73,63,67,77,68,70,63,64,75,61,60,76,84,75,70,75,70,41,41,54,35,45,35,72,73,79,69,70,4,4,14,10,13,14,6,,,,,"Incisive Pass, Technical, Quick Step",,Women's Football,1,ea-drop-api,272099,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272099,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
275784,Lauri,Laura,Requena Sánchez,Lauri,1990-05-25,36,Spain,Spain,45,170,53,Granada CF,131391,Liga F Moeve,,ST,"ST, LM, CAM","LM, CAM",Attack,Right,74,,75,73,76,72,72,73,71,75,65,77,72,68,70,72,76,70,72,75,82,77,75,75,72,42,44,72,45,32,30,72,79,86,68,61,2,3,13,5,9,12,11,,,,,"Precision Header, Relentless",,Women's Football,1,ea-drop-api,275784,https://www.ea.com/games/ea-sports-fc/ratings?playerId=275784,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
278194,Lucía Corrales,Lucía,Corrales Álvarez,Lucía Corrales,2005-11-24,20,Spain,Spain,45,172,60,London City,132176,Barclays WSL,,LB,"LB, LW, LM","LW, LM",Defense,Left,74,,77,77,77,52,59,45,47,32,38,61,69,61,70,70,74,67,70,75,79,50,60,78,55,71,74,60,73,72,69,64,73,74,61,55,3,4,8,9,13,6,9,,,,,"Technical, Long Throw",,Women's Football,1,ea-drop-api,278194,https://www.ea.com/games/ea-sports-fc/ratings?playerId=278194,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272013,Nuria Mendoza,Nuria,Mendoza Miralles,Nuria Mendoza,1995-12-15,30,Spain,Spain,45,170,66,Madrid CFF,116334,Liga F Moeve,,CB,CB,,Defense,Right,74,,70,70,70,53,49,67,51,44,55,55,70,65,60,46,80,79,50,65,69,83,79,74,66,74,77,73,77,71,69,75,83,72,79,67,2,2,14,7,14,15,8,,,,,"Long Ball Pass, Intercept",,Women's Football,1,ea-drop-api,272013,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272013,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
246633,Halimatu Ayinde,Halimatu,Ayinde,,1995-05-16,31,Nigeria,Nigeria,133,165,59,FC Rosengård,131362,Sverige Liga,,CDM,"CDM, CM",CM,Midfielder,Right,74,,69,68,69,62,71,68,50,22,50,58,62,63,39,52,74,73,45,69,74,76,69,73,69,73,73,57,72,78,72,71,68,78,68,69,3,3,12,12,13,5,10,,,,,Incisive Pass,,Women's Football,1,ea-drop-api,246633,https://www.ea.com/games/ea-sports-fc/ratings?playerId=246633,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265026,Sophie Weidauer,Sophie,Weidauer,,2002-02-10,24,Germany,Germany,21,168,60,Union Berlin,132589,GPFBL,,ST,ST,,Attack,Right,74,,79,77,81,73,76,73,72,57,64,76,64,65,45,64,74,65,53,71,66,63,74,75,59,51,51,67,43,53,49,68,79,61,72,63,4,3,9,14,7,5,12,,,,,Intercept,,Women's Football,1,ea-drop-api,265026,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265026,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265046,Laureta Elmazi,Laureta,Elmazi,,2003-06-26,23,Germany,Germany,21,175,64,,,GPFBL,,LM,"LM, RM, LW","RM, LW",Midfielder,Right,74,,74,73,74,71,72,69,73,67,55,78,71,70,73,67,72,69,63,72,76,53,76,73,67,53,49,64,51,53,55,65,73,65,66,60,3,3,14,14,14,9,8,,,,,,,Women's Football,1,ea-drop-api,265046,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265046,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265254,Becky Spencer,Becky,Spencer,,1991-02-22,35,Jamaica,Jamaica,82,167,57,Chelsea,116010,Barclays WSL,,GK,GK,,Defense,Right,74,,74,42,45,73,16,50,13,12,24,9,67,57,18,17,31,35,15,71,32,51,71,26,58,43,11,9,10,15,15,78,62,25,65,22,2,1,74,73,67,78,71,,,,,"Far Throw, Deflector",,Women's Football,1,ea-drop-api,265254,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265254,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
277699,Sydney Schertenleib,Sydney,Schertenleib,,2007-01-30,19,Switzerland,Switzerland,47,178,63,FC Barcelona,116325,Liga F Moeve,,CAM,"CAM, CM, LW, ST","CM, LW, ST",Midfielder,Right,74,,77,77,77,62,58,66,69,55,56,70,70,73,62,48,79,69,44,76,75,68,67,79,60,53,56,60,46,56,50,68,78,60,74,58,3,3,9,15,12,9,8,,,,,Technical,,Women's Football,1,ea-drop-api,277699,https://www.ea.com/games/ea-sports-fc/ratings?playerId=277699,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
264889,Janina Leitzig,Janina,Leitzig,,1999-04-16,27,Germany,Germany,21,184,72,,,Barclays WSL,,GK,GK,,Defense,Right,74,,72,38,36,72,11,56,10,11,25,14,75,64,10,12,36,35,11,74,40,35,71,23,48,37,16,9,17,15,12,75,65,25,74,18,3,1,72,72,75,75,74,,,,,"Far Throw, Footwork, Far Reach",,Women's Football,1,ea-drop-api,264889,https://www.ea.com/games/ea-sports-fc/ratings?playerId=264889,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267225,Madison Pogarch,Madison,Pogarch,,1997-11-05,28,USA,United States,95,167,59,Utah Royals FC,131478,NWSL,,LB,"LB, RB, LM","RB, LM",Defense,Left,74,,80,80,80,50,47,54,52,49,43,51,67,57,70,63,72,67,66,70,78,65,73,72,68,69,68,62,70,71,72,69,77,72,70,63,3,3,13,9,12,9,8,,,,,Quick Step,,Women's Football,1,ea-drop-api,267225,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267225,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267505,Jordan Baggett,Jordan,Baggett,,1996-10-28,29,USA,United States,95,168,59,Rac. Louisville,116308,NWSL,,CM,"CM, CAM",CAM,Midfielder,Right,74,,75,76,75,72,74,68,75,45,68,80,70,77,53,67,78,75,47,75,68,73,74,78,68,57,64,52,42,67,60,56,65,59,55,53,3,3,7,9,12,14,13,,,,,,,Women's Football,1,ea-drop-api,267505,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267505,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272340,Ramona Maier,Ramona,Maier,,1995-09-19,30,Germany,Germany,21,166,59,,,GPFBL,,ST,ST,,Attack,Right,74,,78,75,80,73,73,75,72,73,60,78,67,66,68,67,73,54,70,70,79,75,76,68,74,47,46,74,28,54,55,70,83,69,73,60,3,4,13,10,9,5,13,,,,,Enforcer,,Women's Football,1,ea-drop-api,272340,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272340,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265019,Marie Höbinger,Marie,Höbinger,,2001-07-01,25,Austria,Austria,4,162,57,Liverpool,116343,Barclays WSL,,CM,"CM, CDM, CAM","CDM, CAM",Midfielder,Left,74,,67,66,67,63,66,62,69,21,48,76,71,77,64,65,75,73,46,72,60,64,71,77,63,67,68,64,66,71,60,64,68,74,61,57,4,3,14,8,11,11,14,,,,,"Dead Ball, Long Ball Pass",,Women's Football,1,ea-drop-api,265019,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265019,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267286,Ryan Gareis,Ryan,Gareis,,1998-11-13,27,USA,United States,95,170,61,Houston Dash,116306,NWSL,,LM,"LM, LW",LW,Midfielder,Right,74,,68,70,67,69,71,68,69,59,67,69,74,70,76,70,77,71,68,73,72,31,70,78,68,48,46,64,52,41,42,72,74,73,71,72,3,3,11,6,7,6,10,,,,,,,Women's Football,1,ea-drop-api,267286,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267286,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267314,Jordyn Bloomer,Jordyn,Bloomer,,1997-10-14,28,USA,United States,95,173,68,Rac. Louisville,116308,NWSL,,GK,GK,,Defense,Right,74,,72,46,43,70,8,50,11,9,18,9,67,57,8,12,29,24,10,78,36,58,73,11,29,45,9,11,8,13,8,72,57,35,52,13,2,1,72,70,67,72,78,,,,,,,Women's Football,1,ea-drop-api,267314,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267314,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272341,Annalena Rieke,Annalena,Rieke,,1999-01-10,27,Germany,Germany,21,172,63,Roma,116282,Calcio A Femminile,,CDM,"CDM, CM",CM,Midfielder,Right,74,,51,53,49,68,72,67,66,44,55,77,74,74,73,59,76,78,62,69,49,48,74,76,73,69,70,64,68,73,63,73,71,73,76,68,2,3,7,13,8,7,8,,,,,Precision Header,,Women's Football,1,ea-drop-api,272341,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272341,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
264929,Sofie Zdebel,Sofie,Zdebel,,2004-08-08,22,Germany,Germany,21,160,55,Leverkusen,115996,GPFBL,,CM,"CM, CDM",CDM,Midfielder,Left,74,,64,60,67,62,66,55,61,59,55,66,66,74,42,62,76,70,56,72,58,85,76,76,64,70,76,32,73,76,70,69,53,82,64,68,2,3,5,11,9,13,10,,,,,,,Women's Football,1,ea-drop-api,264929,https://www.ea.com/games/ea-sports-fc/ratings?playerId=264929,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265145,Luca-Emily Birkholz,Luca-Emily,Birkholz,,2003-11-20,22,Germany,Germany,21,177,62,SC Freiburg,116002,GPFBL,,ST,ST,,Attack,Right,74,,74,73,75,74,75,74,73,68,67,78,63,59,60,63,68,59,59,71,70,71,75,74,71,53,40,72,38,69,55,68,81,69,72,55,3,2,14,11,10,7,12,,,,,,,Women's Football,1,ea-drop-api,265145,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265145,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
268649,Alexandria Lamontagne,Alexandria,Lamontagne,,1996-07-27,30,Canada,Canada,70,168,65,,,Arkema PL,,ST,"ST, LM, LW","LM, LW",Attack,Right,74,,83,81,84,73,75,74,71,65,72,75,62,60,57,63,68,59,59,72,75,75,73,71,69,35,30,73,34,31,26,78,92,82,87,45,3,3,9,10,9,14,13,,,,,,,Women's Football,1,ea-drop-api,268649,https://www.ea.com/games/ea-sports-fc/ratings?playerId=268649,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
271165,Meriame Terchoun,Meriame,Terchoun,,1995-10-27,30,Switzerland,Switzerland,47,162,55,,,Arkema PL,,LM,"LM, RM, LW","RM, LW",Midfielder,Right,74,,75,74,76,68,69,69,68,59,65,71,72,73,73,68,75,64,66,75,80,77,69,76,70,52,55,55,53,49,45,61,67,68,59,58,3,3,9,6,13,14,11,,,,,Technical,,Women's Football,1,ea-drop-api,271165,https://www.ea.com/games/ea-sports-fc/ratings?playerId=271165,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272246,Sandra Castelló,Sandra,Castelló Oliver,Sandra Castelló,1993-08-07,33,Spain,Spain,45,171,58,C. Adeje Tenerife,116332,Liga F Moeve,,CDM,"CDM, CM",CM,Midfielder,Right,74,,59,56,62,64,63,69,70,32,50,70,66,70,49,60,75,65,55,68,65,66,75,71,65,71,77,53,71,73,67,75,65,79,75,73,3,2,11,11,6,10,10,,,,,"Block, Intercept, Anticipate, Aerial Fortress",,Women's Football,1,ea-drop-api,272246,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272246,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272274,Lydia Andrade,Lydia,Andrade,,1999-02-20,27,Switzerland,Switzerland,47,167,62,1. FC Köln,116003,GPFBL,,RM,"RM, LM, RW","LM, RW",Midfielder,Right,74,,77,80,74,66,66,67,69,61,50,76,70,72,70,65,75,62,65,74,80,56,68,75,69,48,54,43,45,54,34,68,68,65,72,64,2,3,5,11,5,11,7,,,,,"Block, Technical",,Women's Football,1,ea-drop-api,272274,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272274,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
279693,Eileen Campbell,Eileen,Campbell,,2000-09-17,25,Austria,Austria,4,166,57,Union Berlin,132589,GPFBL,,ST,"ST, CAM",CAM,Attack,Right,74,,76,78,74,73,73,74,72,64,70,78,64,65,50,47,74,63,56,75,74,72,75,77,68,50,46,65,35,66,43,65,77,60,69,58,3,3,10,9,6,8,10,,,,,,,Women's Football,1,ea-drop-api,279693,https://www.ea.com/games/ea-sports-fc/ratings?playerId=279693,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265070,Lisa Kolb,Lisa,Kolb,,2001-05-04,25,Austria,Austria,4,164,56,SC Freiburg,116002,GPFBL,,RM,"RM, LM, RW","LM, RW",Midfielder,Right,74,,73,75,72,71,70,70,73,68,70,74,72,75,67,64,75,68,70,76,77,75,75,80,68,46,50,61,33,52,40,64,73,68,67,50,3,3,7,13,11,15,6,,,,,Technical,,Women's Football,1,ea-drop-api,265070,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265070,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
265352,Lily Woodham,Lily,Woodham,,2000-09-03,25,Wales,Wales,50,167,59,Liverpool,116343,Barclays WSL,,LB,"LB, LM",LM,Defense,Left,74,,76,76,76,53,47,68,48,41,62,61,65,49,69,73,70,67,72,66,74,72,70,73,60,73,76,68,75,73,68,69,75,77,62,75,3,3,11,5,14,8,9,,,,,,,Women's Football,1,ea-drop-api,265352,https://www.ea.com/games/ea-sports-fc/ratings?playerId=265352,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
72221,Millene Cabral,Millene,Cabral,Millene Cabral,1997-11-29,28,Brazil,Brazil,54,164,57,RC Deportivo,131720,Liga F Moeve,,ST,"ST, CAM",CAM,Attack,Right,74,,81,80,81,73,73,72,77,64,67,75,68,71,61,65,73,66,65,78,75,72,75,76,72,31,21,66,20,37,32,70,77,81,68,60,3,4,6,8,14,14,6,,,,,Technical,,Women's Football,1,ea-drop-api,72221,https://www.ea.com/games/ea-sports-fc/ratings?playerId=72221,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
245962,Karen Araya,Karen,Araya,,1990-10-16,35,Chile,Chile,55,164,64,FC Nantes,116417,Arkema PL,,CM,"CM, CAM, CDM","CAM, CDM",Midfielder,Right,74,,52,63,43,70,63,77,81,52,72,70,78,84,74,75,78,77,82,69,55,77,74,75,81,62,65,65,62,60,59,70,71,73,70,65,3,3,10,13,12,10,11,,,,,,,Women's Football,1,ea-drop-api,245962,https://www.ea.com/games/ea-sports-fc/ratings?playerId=245962,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
271819,Paula Flach,Paula,Flach,,2003-05-02,23,Germany,Germany,21,163,56,,,GPFBL,,LB,"LB, CB",CB,Defense,Left,74,,71,73,69,52,52,49,49,63,55,55,70,64,72,67,74,68,66,67,64,58,74,72,65,73,71,69,75,73,72,68,74,72,63,73,2,2,6,14,15,10,12,,,,,,,Women's Football,1,ea-drop-api,271819,https://www.ea.com/games/ea-sports-fc/ratings?playerId=271819,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
275779,Naima García,Naima,García Aguilar,Naima García,1998-06-24,28,Spain,Spain,45,160,54,RCD Espanyol,131733,Liga F Moeve,,LM,"LM, ST, CAM, LW","ST, CAM, LW",Midfielder,Left,74,,75,75,75,71,70,69,72,71,73,75,69,69,67,72,71,65,65,74,78,67,78,74,70,47,41,65,45,50,40,65,73,83,61,49,3,4,9,10,10,9,10,,,,,Incisive Pass,,Women's Football,1,ea-drop-api,275779,https://www.ea.com/games/ea-sports-fc/ratings?playerId=275779,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267334,Kristen Hamilton,Kristen,Hamilton,,1992-04-17,34,USA,United States,95,163,57,KC Current,116309,NWSL,,ST,ST,,Attack,Right,74,,76,74,77,75,77,72,75,71,72,85,66,67,63,66,71,62,54,73,73,78,79,76,82,42,45,61,37,39,36,68,74,66,70,66,4,3,7,12,10,8,9,,,,,,,Women's Football,1,ea-drop-api,267334,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267334,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
272111,Sonia Majarín,Sonia,Garcia Majarín,Sonia Majarín,2002-12-06,23,Spain,Spain,45,170,59,Badalona Women,131125,Liga F Moeve,,CB,"CB, CDM, CM","CDM, CM",Defense,Left,74,,70,69,70,52,51,50,55,47,52,55,69,65,53,74,78,72,67,63,63,64,74,73,62,73,75,70,75,73,70,73,77,66,75,75,3,2,12,11,11,13,10,,,,,,,Women's Football,1,ea-drop-api,272111,https://www.ea.com/games/ea-sports-fc/ratings?playerId=272111,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
273405,Nadine Riesen,Nadine,Riesen,,2000-04-11,26,Switzerland,Switzerland,47,166,59,Frankfurt,115997,GPFBL,,LB,"LB, RB, LM","RB, LM",Defense,Left,74,,70,71,69,59,65,59,49,38,63,60,65,59,73,52,75,50,48,69,54,59,73,77,62,73,67,71,76,74,75,64,76,68,61,63,2,2,7,13,12,10,9,,,,,Rapid,,Women's Football,1,ea-drop-api,273405,https://www.ea.com/games/ea-sports-fc/ratings?playerId=273405,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
245835,Mina Tanaka,Mina,Tanaka,,1994-04-28,32,Japan,Japan,163,164,56,Utah Royals FC,131478,NWSL,,CAM,"CAM, CM, ST","CM, ST",Midfielder,Right,74,,71,74,69,69,71,68,66,61,62,84,64,71,43,60,74,67,43,74,75,64,75,80,63,52,64,63,30,66,42,69,74,78,69,58,3,3,9,10,5,9,12,,,,,,,Women's Football,1,ea-drop-api,245835,https://www.ea.com/games/ea-sports-fc/ratings?playerId=245835,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
271347,Katrine Veje,Katrine,Veje,,1991-06-19,35,Denmark,Denmark,13,174,61,Roma,116282,Calcio A Femminile,,CB,CB,,Defense,Left,74,,66,63,68,45,38,61,45,34,59,43,73,58,72,66,82,77,71,68,61,50,76,76,75,75,72,68,78,77,72,72,73,70,72,72,3,2,12,7,10,9,13,,,,,,,Women's Football,1,ea-drop-api,271347,https://www.ea.com/games/ea-sports-fc/ratings?playerId=271347,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
244301,Lisa Schmitz,Lisa,Schmitz,,1992-05-04,34,Germany,Germany,21,174,65,1. FC Köln,116003,GPFBL,,GK,GK,,Defense,Right,74,,71,30,42,72,10,53,11,8,15,7,71,24,16,14,30,18,16,73,48,53,75,18,39,35,13,16,12,14,12,76,61,35,67,18,2,1,71,72,71,76,73,,,,,Rush Out,,Women's Football,1,ea-drop-api,244301,https://www.ea.com/games/ea-sports-fc/ratings?playerId=244301,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
273010,Kathrine Møller Kühl,Kathrine Møller,Kühl,,2003-07-05,23,Denmark,Denmark,13,172,60,Roma,116282,Calcio A Femminile,,CM,"CM, RM",RM,Midfielder,Right,74,,66,69,63,59,55,59,64,68,61,71,66,71,40,56,80,73,41,74,62,53,68,79,66,65,67,43,63,73,66,68,60,72,67,67,3,3,6,7,15,14,11,,,,,Press Proven,,Women's Football,1,ea-drop-api,273010,https://www.ea.com/games/ea-sports-fc/ratings?playerId=273010,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267529,Marie-Yasmine Alidou,Marie-Yasmine,Alidou,,1995-04-28,31,Canada,Canada,70,160,65,Portland Thorns,116302,NWSL,,CAM,"CAM, CM",CM,Midfielder,Right,74,,73,74,72,73,78,70,68,65,74,72,72,73,66,65,78,69,60,75,69,74,68,78,69,42,38,78,34,43,36,62,81,62,62,59,5,3,12,10,7,12,10,,,,,Precision Header,,Women's Football,1,ea-drop-api,267529,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267529,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
267243,Brittany Ratcliffe,Brittany,Ratcliffe,,1994-02-07,32,USA,United States,95,163,52,Washington Spirit,116304,NWSL,,RM,"RM, RW",RW,Midfielder,Right,74,,72,71,72,71,73,71,67,68,69,81,71,68,69,59,77,68,67,72,72,74,78,77,71,41,38,74,37,37,37,69,79,74,69,58,3,3,12,13,6,11,8,,,,,Finesse Shot,,Women's Football,1,ea-drop-api,267243,https://www.ea.com/games/ea-sports-fc/ratings?playerId=267243,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
268012,Natalie Jacobs,Natalie,Jacobs,,1997-08-16,29,USA,United States,95,173,64,Houston Dash,116306,NWSL,,CB,"CB, RB",RB,Defense,Right,74,,75,76,74,47,44,57,54,32,40,25,63,33,68,47,77,70,69,65,40,62,71,75,55,75,75,75,76,74,75,68,80,71,64,73,3,2,15,7,11,9,11,,,,,,,Women's Football,1,ea-drop-api,268012,https://www.ea.com/games/ea-sports-fc/ratings?playerId=268012,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
79446,Sharn Freier,Sharn,Freier,,2001-07-24,25,Australia,Australia,195,164,55,VfL Wolfsburg,115998,GPFBL,,LW,"LW, LM",LM,Attack,Left,74,,83,82,83,68,69,68,66,65,68,71,70,69,73,62,72,68,66,76,79,77,66,76,66,35,36,44,31,37,31,59,60,68,54,59,3,3,11,9,10,10,12,,,,,,,Women's Football,1,ea-drop-api,79446,https://www.ea.com/games/ea-sports-fc/ratings?playerId=79446,ea-drop-api,ea-drop-api,,fc27,2026-08-28T08:51:40.553Z
