league_id,country,team_id,team_name,missing_slot_index,position,required_real_player_name,age,nationality,preferred_foot,real_world_club,source_season,source_verified,notes,current_template_players,target_squad_size,missing_players_for_team,target_overall,target_potential,target_value_eur,target_weekly_wage_eur,target_contract_years,pace,shooting,passing,defending,physical,mental,professionalism,ambition,temperament,loyalty,leadership,fifa_pace,fifa_shooting,fifa_passing,fifa_dribbling,fifa_defending,fifa_physical,fifa_diving,fifa_handling,fifa_kicking,fifa_reflexes,fifa_speed,fifa_positioning
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,17,CM,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,18,CAM,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,19,LW,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,20,LW,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,21,RW,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,22,RW,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,23,ST,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,24,ST,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bgr,Bulgaria,lokomotiv-plovdiv,Lokomotiv Plovdiv,25,ST,TBD,TBD,TBD,TBD,Lokomotiv Plovdiv,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,1,GK,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,2,GK,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,3,CB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,4,CB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,5,CB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,6,CB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,7,CB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,8,LB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,9,LB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,10,RB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,11,RB,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,12,CDM,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,13,CM,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,14,CM,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,15,CM,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,16,CM,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,17,CM,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,18,CAM,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,19,LW,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,20,LW,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,21,RW,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,22,RW,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,23,ST,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,24,ST,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bgr,Bulgaria,lokomotiv-sofia,Lokomotiv Sofia,25,ST,TBD,TBD,TBD,TBD,Lokomotiv Sofia,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,1,GK,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,50,58,6000000,18000,3,35,35,35,35,40,48,5,5,5,5,3,,,,,,,52,50,48,53,35,51
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,2,GK,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,50,58,6000000,18000,3,35,35,35,35,40,48,5,5,5,5,3,,,,,,,52,50,48,53,35,51
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,3,CB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,50,58,6000000,18000,3,42,35,40,54,56,50,5,5,5,5,3,42,35,40,38,54,56,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,4,CB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,50,58,6000000,18000,3,42,35,40,54,56,50,5,5,5,5,3,42,35,40,38,54,56,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,5,CB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,50,58,6000000,18000,3,42,35,40,54,56,50,5,5,5,5,3,42,35,40,38,54,56,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,6,CB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,50,58,6000000,18000,3,42,35,40,54,56,50,5,5,5,5,3,42,35,40,38,54,56,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,7,CB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,50,58,6000000,18000,3,42,35,40,54,56,50,5,5,5,5,3,42,35,40,38,54,56,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,8,LB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,51,59,6400000,18900,3,56,35,49,51,52,48,5,5,5,5,3,56,35,49,53,51,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,9,LB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,51,59,6400000,18900,3,56,35,49,51,52,48,5,5,5,5,3,56,35,49,53,51,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,10,RB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,51,59,6400000,18900,3,56,35,49,51,52,48,5,5,5,5,3,56,35,49,53,51,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,11,RB,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,51,59,6400000,18900,3,56,35,49,51,52,48,5,5,5,5,3,56,35,49,53,51,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,12,CDM,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,51,59,6400000,18900,3,48,39,53,55,56,52,5,5,5,5,3,48,39,53,51,55,56,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,13,CM,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,51,48,56,50,52,52,6,6,6,6,4,51,48,56,57,50,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,14,CM,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,51,48,56,50,52,52,6,6,6,6,4,51,48,56,57,50,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,15,CM,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,51,48,56,50,52,52,6,6,6,6,4,51,48,56,57,50,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,16,CM,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,51,48,56,50,52,52,6,6,6,6,4,51,48,56,57,50,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,17,CM,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,51,48,56,50,52,52,6,6,6,6,4,51,48,56,57,50,52,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,18,CAM,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,55,54,60,35,44,50,6,6,6,6,4,55,54,60,62,35,44,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,19,LW,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,65,54,52,35,42,46,6,6,6,6,4,65,54,52,63,35,42,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,20,LW,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,65,54,52,35,42,46,6,6,6,6,4,65,54,52,63,35,42,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,21,RW,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,65,54,52,35,42,46,6,6,6,6,4,65,54,52,63,35,42,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,22,RW,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,65,54,52,35,42,46,6,6,6,6,4,65,54,52,63,35,42,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,23,ST,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,60,60,45,35,54,48,6,6,6,6,4,60,60,45,58,35,54,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,24,ST,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,60,60,45,35,54,48,6,6,6,6,4,60,60,45,58,35,54,,,,,,
bgr,Bulgaria,ludogorets-razgrad,Ludogorets Razgrad,25,ST,TBD,TBD,TBD,TBD,Ludogorets Razgrad,2025/26,no,,0,25,25,52,60,6800000,19800,3,60,60,45,35,54,48,6,6,6,6,4,60,60,45,58,35,54,,,,,,
den,Denmark,lyngby,Lyngby BK,1,GK,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
den,Denmark,lyngby,Lyngby BK,2,GK,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
den,Denmark,lyngby,Lyngby BK,3,CB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
den,Denmark,lyngby,Lyngby BK,4,CB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
den,Denmark,lyngby,Lyngby BK,5,CB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
den,Denmark,lyngby,Lyngby BK,6,CB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
den,Denmark,lyngby,Lyngby BK,7,CB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
den,Denmark,lyngby,Lyngby BK,8,LB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
den,Denmark,lyngby,Lyngby BK,9,LB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
den,Denmark,lyngby,Lyngby BK,10,RB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
den,Denmark,lyngby,Lyngby BK,11,RB,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
den,Denmark,lyngby,Lyngby BK,12,CDM,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
den,Denmark,lyngby,Lyngby BK,13,CM,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
den,Denmark,lyngby,Lyngby BK,14,CM,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
den,Denmark,lyngby,Lyngby BK,15,CM,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
den,Denmark,lyngby,Lyngby BK,16,CM,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
den,Denmark,lyngby,Lyngby BK,17,CM,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
den,Denmark,lyngby,Lyngby BK,18,CAM,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
den,Denmark,lyngby,Lyngby BK,19,LW,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
den,Denmark,lyngby,Lyngby BK,20,LW,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
den,Denmark,lyngby,Lyngby BK,21,RW,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
den,Denmark,lyngby,Lyngby BK,22,RW,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
den,Denmark,lyngby,Lyngby BK,23,ST,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
den,Denmark,lyngby,Lyngby BK,24,ST,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
den,Denmark,lyngby,Lyngby BK,25,ST,TBD,TBD,TBD,TBD,Lyngby BK,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,1,GK,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,2,GK,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,3,CB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,4,CB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,5,CB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,6,CB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,7,CB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,8,LB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,9,LB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,10,RB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,11,RB,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,12,CDM,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,13,CM,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,14,CM,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,15,CM,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,16,CM,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,17,CM,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,18,CAM,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,19,LW,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,20,LW,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
isr,Israel,maccabi-bnei-raina,Maccabi Bnei Raina,21,RW,TBD,TBD,TBD,TBD,Maccabi Bnei Raina,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
